post_id,post_type,platform,category,likes,shares,comments,views,engagement_rate,ctr,country,region,language,festival_relevance,relevant_festivals,timestamp,month,day_of_week,ad_spend,post_reach,age_group,gender
588,video,Instagram,Movies,939,12,42,5704,0.17,0.0,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-04-07 00:32:58,April,Sunday,593.84,4745,35-44,Female
589,video,YouTube,Entertainment,4695,652,240,6546,0.85,0.1,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-08-11 00:32:47,August,Sunday,139.55,3961,55+,Female
590,video,Facebook,Social Issues,3072,368,16,5865,0.59,0.06,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-12-01 13:32:23,December,Sunday,34.93,4867,25-34,Other
591,carousel,YouTube,Sports,4319,525,415,3182,1.65,0.16,India,Urban,Tamil,No,"Diwali, Holi, Eid",2024-04-23 01:27:25,April,Tuesday,3718.5,2372,35-44,Other
592,static_image,YouTube,Travel,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-10-09 07:05:34,October,Wednesday,0.0,0,18-24,Other
593,static_image,TikTok,Education,0,0,0,0,0.0,0.0,India,Urban,Tamil,No,None,2024-07-30 23:43:02,July,Tuesday,0.0,0,35-44,Female
594,carousel,Facebook,Travel,1034,796,159,5819,0.34,0.14,India,Rural,English,Yes,"Diwali, Holi, Eid",2024-09-01 21:41:40,September,Sunday,2309.16,3594,25-34,Female
595,reel,Facebook,Gaming,4309,377,289,2424,2.05,0.16,South Africa,Urban,Zulu,No,Heritage Day,2024-09-04 05:22:14,September,Wednesday,2647.49,1711,55+,Male
596,static_image,TikTok,Entertainment,6906,1039,693,11791,0.73,0.09,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-04-17 02:11:08,April,Wednesday,685.16,9108,35-44,Other
597,video,YouTube,Food,2955,309,129,3264,1.04,0.09,Canada,Urban,French,Yes,,2024-04-11 22:23:33,April,Thursday,3451.99,2914,35-44,Female
598,static_image,Facebook,Education,321,553,86,4992,0.19,0.11,India,Rural,Tamil,No,"Diwali, Holi, Eid",2024-01-10 01:46:34,January,Wednesday,2462.48,3100,55+,Male
599,reel,Facebook,Social Issues,7327,600,312,4534,1.82,0.13,Egypt,Urban,Arabic,No,"Ramadan, Eid al-Fitr",2024-07-27 21:33:18,July,Saturday,2015.25,3495,45-54,Female
600,reel,TikTok,Travel,834,1453,739,10132,0.3,0.14,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-07-23 02:25:51,July,Tuesday,2984.5,6257,18-24,Female
601,reel,Twitter,Politics,1215,603,241,639,3.22,0.94,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-05-25 19:52:03,May,Saturday,2632.44,395,55+,Male
602,video,Instagram,Sports,1670,722,58,6424,0.38,0.11,South Korea,Urban,Korean,Yes,"Chuseok, Seollal",2024-12-24 15:44:34,December,Tuesday,1322.58,3883,25-34,Female
603,reel,Instagram,Entertainment,1432,850,83,9828,0.24,0.09,Canada,Rural,French,No,,2024-09-04 07:12:09,September,Wednesday,3113.03,6411,45-54,Other
604,static_image,Instagram,Food,4581,541,115,936,5.6,0.58,Egypt,Urban,Arabic,No,"Ramadan, Eid al-Fitr",2024-09-08 01:41:21,September,Sunday,4119.62,761,35-44,Male
605,carousel,YouTube,Finance,1606,970,150,2391,1.14,0.41,United Kingdom,Urban,English,Yes,"Christmas, Easter, Bonfire Night",2024-04-22 14:16:30,April,Monday,1549.82,2098,18-24,Male
606,reel,Facebook,Entertainment,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-02-13 16:05:15,February,Tuesday,0.0,0,18-24,Other
607,static_image,Instagram,Music,1689,740,222,2791,0.95,0.27,South Korea,Urban,Korean,Yes,"Chuseok, Seollal",2024-03-20 06:12:13,March,Wednesday,1625.71,2328,25-34,Male
608,static_image,TikTok,Sports,2250,183,393,7663,0.37,0.02,Saudi Arabia,Rural,Arabic,Yes,"Eid al-Fitr, Eid al-Adha",2024-02-24 08:12:22,February,Saturday,2031.89,5717,18-24,Female
609,carousel,Twitter,Sports,219,1174,229,12325,0.13,0.1,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-07-25 18:20:27,July,Thursday,3268.04,8225,55+,Female
610,static_image,TikTok,Travel,4653,660,450,5091,1.13,0.13,United States,Urban,English,Yes,"Thanksgiving, Independence Day, Halloween",2024-08-23 02:00:42,August,Friday,3885.81,3165,45-54,Male
611,video,TikTok,Technology,6007,1209,231,14431,0.52,0.08,Greece,Urban,Greek,No,"Easter, Carnival",2024-11-25 14:52:42,November,Monday,3252.37,11770,45-54,Male
612,carousel,YouTube,Sports,4122,643,697,12093,0.45,0.05,South Africa,Urban,Zulu,No,Heritage Day,2024-07-06 08:27:53,July,Saturday,4172.15,7629,55+,Other
613,video,Twitter,Technology,3855,899,223,3158,1.58,0.28,Brazil,Urban,Portuguese,No,Carnival,2024-09-28 09:38:34,September,Saturday,3136.03,2255,55+,Male
614,reel,Facebook,Music,5244,405,148,5772,1.0,0.07,Turkey,Urban,Turkish,Yes,"Republic Day, Ramadan",2024-07-31 06:35:20,July,Wednesday,4578.92,3604,35-44,Female
615,static_image,Facebook,Sports,1236,762,71,7123,0.29,0.11,Canada,Rural,French,Yes,,2024-12-03 01:42:57,December,Tuesday,4734.88,4620,45-54,Male
616,reel,Instagram,Social Issues,3137,658,316,6905,0.6,0.1,France,Urban,French,No,Bastille Day,2024-09-29 12:11:25,September,Sunday,4522.79,5384,55+,Female
617,static_image,Facebook,Health,1205,548,353,9209,0.23,0.06,India,Urban,Tamil,Yes,"Diwali, Holi, Eid",2024-11-09 07:32:37,November,Saturday,728.93,7787,25-34,Male
618,carousel,TikTok,Food,4110,787,65,2289,2.17,0.34,China,Rural,Mandarin,No,"Chinese New Year, Mid-Autumn Festival",2024-05-04 01:22:12,May,Saturday,4484.73,1722,25-34,Female
619,carousel,Twitter,Fashion,3706,1116,724,868,6.39,1.29,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-11-17 05:55:43,November,Sunday,2372.23,564,55+,Other
620,reel,TikTok,Education,5724,1063,93,11910,0.58,0.09,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-03-10 07:14:32,March,Sunday,1216.02,9739,55+,Other
621,static_image,TikTok,Music,1206,271,429,4870,0.39,0.06,South Africa,Rural,Afrikaans,No,Heritage Day,2024-02-03 20:50:56,February,Saturday,3880.82,3139,45-54,Other
622,carousel,TikTok,Entertainment,4299,744,477,3878,1.42,0.19,South Africa,Urban,Afrikaans,No,Heritage Day,2024-09-20 04:40:49,September,Friday,530.38,3391,55+,Female
623,static_image,TikTok,Gaming,0,0,0,0,0.0,0.0,India,Urban,Hindi,No,None,2024-10-19 07:00:23,October,Saturday,0.0,0,25-34,Other
624,video,Facebook,Politics,2547,169,417,9442,0.33,0.02,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-06-07 22:02:19,June,Friday,1845.65,6433,25-34,Other
625,reel,Facebook,Entertainment,2291,714,99,8400,0.37,0.09,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-03-10 00:51:53,March,Sunday,3024.09,7384,35-44,Male
626,video,Instagram,Travel,3654,165,443,6420,0.66,0.03,France,Rural,French,No,Bastille Day,2024-05-25 19:16:42,May,Saturday,47.75,4538,35-44,Female
627,video,TikTok,Travel,0,0,0,0,0.0,0.0,Indonesia,Rural,Indonesian,No,None,2024-11-18 08:21:16,November,Monday,0.0,0,35-44,Female
628,reel,TikTok,Social Issues,1161,542,277,1111,1.78,0.49,Greece,Rural,Greek,No,"Easter, Carnival",2024-04-14 01:40:16,April,Sunday,4536.84,989,45-54,Male
629,reel,Instagram,Health,540,285,376,2034,0.59,0.14,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-12-24 20:37:30,December,Tuesday,2978.77,1752,55+,Male
630,reel,Facebook,Fashion,3603,498,309,8894,0.5,0.06,Germany,Urban,German,No,Oktoberfest,2024-03-24 17:15:05,March,Sunday,2799.08,6873,55+,Other
631,reel,YouTube,Movies,3169,1432,345,14328,0.35,0.1,Spain,Rural,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-05-30 13:50:58,May,Thursday,557.19,10110,25-34,Other
632,static_image,TikTok,Music,606,121,499,8829,0.14,0.01,Italy,Rural,Italian,No,"Venice Carnival, Easter",2024-09-12 16:05:53,September,Thursday,3048.21,6712,45-54,Female
633,video,YouTube,Entertainment,2489,503,418,1346,2.53,0.37,Mexico,Rural,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-01-30 06:53:05,January,Tuesday,726.58,811,55+,Male
634,reel,Instagram,Health,5847,1140,393,2332,3.16,0.49,Brazil,Urban,Portuguese,No,Carnival,2024-09-05 05:17:30,September,Thursday,2562.4,1999,18-24,Other
635,carousel,Facebook,Sports,2487,483,374,9344,0.36,0.05,Italy,Rural,Italian,Yes,"Venice Carnival, Easter",2024-03-02 00:54:08,March,Saturday,4639.41,7606,55+,Other
636,carousel,Twitter,Travel,3282,814,402,14262,0.32,0.06,India,Rural,Bengali,No,"Diwali, Holi, Eid",2024-04-15 15:57:08,April,Monday,3354.62,9104,35-44,Female
637,video,Facebook,Sports,2344,838,306,5699,0.61,0.15,Italy,Urban,Italian,Yes,"Venice Carnival, Easter",2024-12-20 02:06:25,December,Friday,2081.86,4870,18-24,Male
638,carousel,Instagram,Travel,221,106,437,2650,0.29,0.04,India,Urban,Bengali,No,"Diwali, Holi, Eid",2024-12-22 17:51:28,December,Sunday,2694.91,2079,35-44,Other
639,static_image,TikTok,Travel,2935,646,598,8836,0.47,0.07,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-03-29 21:52:35,March,Friday,3917.54,6710,18-24,Other
640,carousel,TikTok,Education,6754,277,336,14995,0.49,0.02,France,Urban,French,Yes,Bastille Day,2024-05-22 04:26:53,May,Wednesday,3736.52,13293,18-24,Male
641,static_image,Instagram,Finance,4250,585,241,5457,0.93,0.11,Brazil,Rural,Portuguese,Yes,Carnival,2024-09-05 17:14:22,September,Thursday,746.98,3662,35-44,Male
642,static_image,Twitter,Social Issues,3425,413,243,5635,0.72,0.07,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-03-07 05:15:27,March,Thursday,8.04,3462,18-24,Other
643,carousel,Instagram,Politics,6478,571,195,4255,1.7,0.13,Australia,Rural,English,Yes,"Australia Day, Melbourne Cup",2024-01-23 15:29:04,January,Tuesday,490.49,3688,55+,Female
644,video,TikTok,Social Issues,3703,1098,684,12327,0.44,0.09,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-07-21 03:42:23,July,Sunday,483.26,9048,25-34,Female
645,carousel,Facebook,Fashion,3586,1381,121,6036,0.84,0.23,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-07-08 04:07:02,July,Monday,1400.65,5019,35-44,Female
646,video,Twitter,Education,3348,456,289,2339,1.75,0.19,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-12-13 22:39:08,December,Friday,3659.31,1498,25-34,Male
647,static_image,Instagram,Music,217,332,58,6836,0.09,0.05,Italy,Urban,Italian,No,"Venice Carnival, Easter",2024-07-15 01:14:25,July,Monday,2799.38,4854,18-24,Other
648,video,TikTok,Food,0,0,0,0,0.0,0.0,Indonesia,Rural,Indonesian,No,None,2024-01-15 02:05:13,January,Monday,0.0,0,18-24,Female
649,reel,Twitter,Health,238,79,253,3996,0.14,0.02,Brazil,Urban,Portuguese,No,Carnival,2024-03-25 14:49:21,March,Monday,4754.98,3304,25-34,Male
650,reel,TikTok,Technology,5542,291,171,2356,2.55,0.12,Brazil,Urban,Portuguese,No,Carnival,2024-10-07 21:08:28,October,Monday,4065.68,1804,25-34,Male
651,static_image,Facebook,Fashion,1753,746,69,5192,0.49,0.14,Italy,Rural,Italian,Yes,"Venice Carnival, Easter",2024-04-03 15:22:30,April,Wednesday,1287.64,4090,35-44,Other
652,carousel,YouTube,Entertainment,4605,748,95,9356,0.58,0.08,Mexico,Urban,Spanish,Yes,"Day of the Dead, Cinco de Mayo",2024-12-13 18:41:03,December,Friday,3791.85,7757,18-24,Other
653,video,Twitter,Education,2022,163,275,9179,0.27,0.02,South Africa,Rural,Zulu,No,Heritage Day,2024-12-13 11:36:18,December,Friday,1011.61,8024,45-54,Female
654,carousel,Facebook,Entertainment,4222,862,66,10024,0.51,0.09,Greece,Urban,Greek,No,"Easter, Carnival",2024-05-23 00:21:00,May,Thursday,703.35,6327,25-34,Female
655,video,TikTok,Fashion,2672,659,338,1521,2.41,0.43,Greece,Urban,Greek,No,"Easter, Carnival",2024-06-27 16:20:58,June,Thursday,2781.4,1170,45-54,Male
656,static_image,Instagram,Health,2898,349,194,2194,1.57,0.16,France,Rural,French,Yes,Bastille Day,2024-12-23 09:16:51,December,Monday,1257.02,1844,25-34,Other
657,carousel,TikTok,Movies,3802,414,498,2136,2.21,0.19,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-05-24 22:52:09,May,Friday,2879.46,1400,25-34,Female
658,reel,TikTok,Sports,1376,508,326,9245,0.24,0.05,Australia,Rural,English,No,"Australia Day, Melbourne Cup",2024-10-09 22:48:55,October,Wednesday,2986.8,6909,25-34,Female
659,reel,YouTube,Movies,4091,750,495,9970,0.54,0.08,Indonesia,Rural,Indonesian,No,,2024-01-19 04:53:53,January,Friday,3152.08,7765,18-24,Male
660,carousel,Instagram,Gaming,3738,258,323,986,4.38,0.26,Turkey,Rural,Turkish,No,"Republic Day, Ramadan",2024-08-26 14:56:14,August,Monday,4147.12,862,45-54,Other
661,video,YouTube,Fashion,384,1072,597,2191,0.94,0.49,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-07-01 04:38:28,July,Monday,517.55,1439,18-24,Female
662,video,Twitter,Movies,1631,220,435,2403,0.95,0.09,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-07-02 05:07:23,July,Tuesday,4831.83,1997,35-44,Other
663,video,Twitter,Fashion,0,0,0,0,0.0,0.0,China,Rural,Mandarin,No,None,2024-01-07 21:02:35,January,Sunday,0.0,0,18-24,Other
664,video,Instagram,Music,943,366,34,6636,0.2,0.06,Canada,Urban,French,No,,2024-01-09 06:55:10,January,Tuesday,2593.64,5448,25-34,Other
665,reel,TikTok,Travel,5682,1113,489,1906,3.82,0.58,Brazil,Urban,Portuguese,Yes,Carnival,2024-04-04 03:36:25,April,Thursday,1147.88,1714,25-34,Male
666,carousel,TikTok,Social Issues,5682,1359,433,14308,0.52,0.09,Spain,Urban,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-12-27 06:22:18,December,Friday,4164.63,10991,25-34,Male
667,static_image,Instagram,Education,4196,716,117,701,7.17,1.02,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-12-28 14:55:37,December,Saturday,1018.53,429,55+,Male
668,reel,Twitter,Food,2012,834,5,5361,0.53,0.16,Greece,Urban,Greek,No,"Easter, Carnival",2024-11-29 14:20:17,November,Friday,2242.89,3508,45-54,Male
669,carousel,Twitter,Technology,952,647,474,2658,0.78,0.24,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-10-04 01:01:33,October,Friday,1990.85,2129,25-34,Female
670,carousel,TikTok,Technology,1423,338,48,9826,0.18,0.03,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-02-17 13:50:32,February,Saturday,4889.05,7072,35-44,Male
671,video,TikTok,Fashion,3037,149,38,9229,0.35,0.02,United Kingdom,Urban,English,Yes,"Christmas, Easter, Bonfire Night",2024-12-19 06:29:24,December,Thursday,4331.27,5645,55+,Female
672,video,Instagram,Education,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-10-01 13:50:41,October,Tuesday,0.0,0,55+,Male
673,static_image,TikTok,Social Issues,4899,964,36,7309,0.81,0.13,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-02-26 13:00:12,February,Monday,351.06,5204,45-54,Male
674,carousel,Facebook,Music,1419,657,193,6980,0.33,0.09,India,Urban,Hindi,No,"Diwali, Holi, Eid",2024-09-14 01:43:38,September,Saturday,1329.45,5695,45-54,Female
675,video,Instagram,Food,3001,372,222,5512,0.65,0.07,Germany,Rural,German,No,Oktoberfest,2024-09-20 18:00:56,September,Friday,4657.59,4238,18-24,Male
676,reel,Instagram,Health,2705,955,24,7773,0.47,0.12,Saudi Arabia,Rural,Arabic,Yes,"Eid al-Fitr, Eid al-Adha",2024-12-19 00:47:40,December,Thursday,2507.0,5071,35-44,Male
677,static_image,Twitter,Entertainment,654,300,254,8361,0.14,0.04,United States,Urban,English,No,"Thanksgiving, Independence Day, Halloween",2024-04-16 02:50:39,April,Tuesday,4623.01,5227,55+,Other
678,static_image,TikTok,Politics,3480,840,310,9029,0.51,0.09,Canada,Urban,English,No,,2024-12-16 07:04:41,December,Monday,4259.59,5545,55+,Female
679,static_image,YouTube,Health,370,335,455,1937,0.6,0.17,Indonesia,Rural,Indonesian,No,,2024-05-22 13:40:24,May,Wednesday,2817.37,1528,55+,Other
680,reel,Twitter,Movies,1388,681,37,4317,0.49,0.16,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-04-15 12:31:53,April,Monday,515.36,3417,55+,Other
681,static_image,TikTok,Food,2896,771,399,5617,0.72,0.14,France,Rural,French,No,Bastille Day,2024-04-04 17:52:55,April,Thursday,279.27,5052,18-24,Male
682,static_image,YouTube,Travel,2269,301,248,1495,1.88,0.2,Greece,Rural,Greek,No,"Easter, Carnival",2024-07-24 15:26:39,July,Wednesday,3645.92,1134,18-24,Other
683,carousel,YouTube,Technology,4854,351,423,2968,1.9,0.12,Indonesia,Urban,Indonesian,No,,2024-01-26 16:36:51,January,Friday,3503.97,2310,25-34,Male
684,static_image,Instagram,Fashion,224,53,140,1515,0.28,0.03,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-12-16 16:46:02,December,Monday,3662.04,1011,55+,Female
685,reel,TikTok,Travel,3584,838,43,4125,1.08,0.2,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-04-30 19:19:44,April,Tuesday,1189.98,3397,55+,Other
686,carousel,Facebook,Finance,3505,120,291,5403,0.72,0.02,Canada,Urban,French,Yes,,2024-03-30 05:48:30,March,Saturday,3978.36,4426,45-54,Other
687,video,TikTok,Social Issues,4155,949,340,3375,1.61,0.28,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-02-20 23:57:12,February,Tuesday,4233.53,2881,45-54,Other
688,video,Instagram,Gaming,473,139,52,9744,0.07,0.01,Turkey,Urban,Turkish,Yes,"Republic Day, Ramadan",2024-01-05 23:32:54,January,Friday,1614.55,7979,55+,Female
689,carousel,TikTok,Entertainment,751,881,269,8428,0.23,0.1,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-02-02 12:29:32,February,Friday,2437.94,7073,45-54,Female
690,video,Facebook,Technology,2349,19,89,4142,0.59,0.0,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-11-14 20:07:02,November,Thursday,3343.01,3165,18-24,Other
691,static_image,YouTube,Fashion,2785,387,567,7614,0.49,0.05,Germany,Rural,German,No,Oktoberfest,2024-09-02 02:51:58,September,Monday,1537.36,5042,18-24,Male
692,video,Instagram,Politics,2270,489,412,6246,0.51,0.08,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-11-04 13:40:37,November,Monday,336.06,4859,55+,Female
693,carousel,Instagram,Food,6114,1461,96,8611,0.89,0.17,France,Urban,French,No,Bastille Day,2024-02-17 15:43:55,February,Saturday,2124.08,7734,18-24,Other
694,static_image,Instagram,Music,2893,982,56,7773,0.51,0.13,Greece,Rural,Greek,No,"Easter, Carnival",2024-02-22 03:52:42,February,Thursday,4120.13,6017,55+,Female
695,carousel,Instagram,Music,4647,616,451,7896,0.72,0.08,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-08-13 03:10:10,August,Tuesday,3686.79,4808,35-44,Female
696,reel,TikTok,Sports,1028,924,340,8244,0.28,0.11,Greece,Urban,Greek,No,"Easter, Carnival",2024-04-10 22:16:49,April,Wednesday,2558.09,5836,35-44,Male
697,static_image,TikTok,Sports,372,503,185,6919,0.15,0.07,Japan,Urban,Japanese,Yes,"Cherry Blossom Festival, Obon",2024-03-16 17:19:25,March,Saturday,1549.55,5877,25-34,Male
698,video,Facebook,Sports,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-10-06 09:47:40,October,Sunday,0.0,0,45-54,Female
699,reel,Instagram,Health,1477,651,37,10684,0.2,0.06,Spain,Urban,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-04-23 18:42:31,April,Tuesday,3739.12,8481,45-54,Female
700,carousel,TikTok,Finance,1330,320,478,8594,0.25,0.04,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-08-07 02:53:55,August,Wednesday,2430.16,5255,25-34,Other
701,video,Facebook,Social Issues,202,1302,715,8593,0.26,0.15,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-08-31 19:03:04,August,Saturday,2559.08,6911,18-24,Male
702,static_image,TikTok,Social Issues,4090,44,361,8948,0.5,0.0,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-01-30 09:17:12,January,Tuesday,3495.0,6547,55+,Other
703,reel,TikTok,Technology,6460,1159,613,2317,3.55,0.5,Italy,Rural,Italian,No,"Venice Carnival, Easter",2024-05-14 19:26:46,May,Tuesday,1022.56,1395,55+,Male
704,reel,TikTok,Movies,4594,1027,280,4047,1.46,0.25,Italy,Urban,Italian,Yes,"Venice Carnival, Easter",2024-04-24 08:34:05,April,Wednesday,2249.92,2447,18-24,Male
705,carousel,Twitter,Travel,3567,403,274,7021,0.6,0.06,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-03-02 12:17:23,March,Saturday,4924.88,6086,35-44,Female
706,carousel,Facebook,Sports,2501,270,126,8231,0.35,0.03,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-10-11 06:33:42,October,Friday,4801.72,5045,55+,Female
707,reel,Twitter,Movies,7255,873,307,14656,0.58,0.06,United States,Urban,English,Yes,"Thanksgiving, Independence Day, Halloween",2024-12-16 18:54:35,December,Monday,1800.03,12319,25-34,Other
708,reel,YouTube,Education,510,504,421,2077,0.69,0.24,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-08-19 05:55:52,August,Monday,783.34,1278,18-24,Other
709,carousel,YouTube,Movies,0,0,0,0,0.0,0.0,China,Rural,Mandarin,No,None,2024-09-28 08:34:42,September,Saturday,0.0,0,35-44,Male
710,reel,TikTok,Fashion,3748,186,192,1231,3.35,0.15,Turkey,Rural,Turkish,Yes,"Republic Day, Ramadan",2024-01-14 04:40:19,January,Sunday,362.69,796,25-34,Female
711,static_image,YouTube,Entertainment,4869,695,359,8445,0.7,0.08,Canada,Urban,French,No,,2024-06-04 02:17:47,June,Tuesday,2135.94,6355,18-24,Male
712,static_image,Facebook,Health,3617,386,32,6765,0.6,0.06,South Africa,Rural,Afrikaans,No,Heritage Day,2024-10-12 08:07:46,October,Saturday,2162.69,5801,45-54,Female
713,reel,Instagram,Travel,4153,27,109,5487,0.78,0.0,Saudi Arabia,Urban,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-09-12 02:40:15,September,Thursday,99.65,3586,35-44,Female
714,static_image,YouTube,Politics,5010,1383,310,6168,1.09,0.22,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-09-12 01:11:23,September,Thursday,2177.23,4607,55+,Other
715,reel,TikTok,Politics,3865,192,219,7366,0.58,0.03,France,Rural,French,No,Bastille Day,2024-11-15 06:42:20,November,Friday,2909.34,6378,35-44,Other
716,reel,TikTok,Education,0,0,0,0,0.0,0.0,India,Urban,Tamil,No,None,2024-02-01 22:43:01,February,Thursday,0.0,0,25-34,Male
717,video,Twitter,Entertainment,3663,631,442,6462,0.73,0.1,Egypt,Urban,Arabic,Yes,"Ramadan, Eid al-Fitr",2024-05-05 22:22:23,May,Sunday,199.94,5658,55+,Other
718,static_image,YouTube,Gaming,2558,62,100,7314,0.37,0.01,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-12-13 01:33:39,December,Friday,4121.4,6145,45-54,Female
719,static_image,Instagram,Travel,3891,25,347,7206,0.59,0.0,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-12-20 19:44:07,December,Friday,3194.35,6018,45-54,Other
720,carousel,TikTok,Travel,2424,478,537,7449,0.46,0.06,Greece,Urban,Greek,No,"Easter, Carnival",2024-03-26 02:14:43,March,Tuesday,2501.62,5588,55+,Male
721,video,Twitter,Sports,484,450,341,5035,0.25,0.09,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-06-27 02:53:05,June,Thursday,3416.72,3654,35-44,Female
722,video,Twitter,Sports,2608,229,153,7771,0.38,0.03,United States,Urban,English,Yes,"Thanksgiving, Independence Day, Halloween",2024-02-21 16:31:12,February,Wednesday,2016.21,5456,45-54,Female
723,static_image,Instagram,Politics,1149,86,167,2309,0.61,0.04,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-05-10 12:13:20,May,Friday,4325.53,1511,45-54,Male
724,static_image,Instagram,Health,4585,915,501,7546,0.8,0.12,France,Rural,French,No,Bastille Day,2024-01-05 04:50:59,January,Friday,1938.08,5561,35-44,Male
725,video,Instagram,Sports,3402,715,137,3290,1.29,0.22,Canada,Rural,French,Yes,,2024-10-26 14:17:05,October,Saturday,995.68,2234,25-34,Other
726,reel,Instagram,Entertainment,2701,480,412,1017,3.53,0.47,United Arab Emirates,Urban,English,Yes,"National Day, Dubai Shopping Festival",2024-06-20 14:20:03,June,Thursday,2664.49,688,35-44,Female
727,carousel,YouTube,Politics,2385,1273,15,11836,0.31,0.11,United States,Urban,English,No,"Thanksgiving, Independence Day, Halloween",2024-06-09 06:38:01,June,Sunday,49.87,7184,55+,Other
728,static_image,YouTube,Technology,327,471,727,1734,0.88,0.27,Germany,Urban,German,Yes,Oktoberfest,2024-04-06 07:43:18,April,Saturday,3327.72,1227,45-54,Male
729,reel,Instagram,Technology,6417,801,520,9789,0.79,0.08,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-01-26 17:20:20,January,Friday,448.64,6221,25-34,Male
730,carousel,Instagram,Food,418,57,500,4011,0.24,0.01,United Arab Emirates,Urban,Arabic,Yes,"National Day, Dubai Shopping Festival",2024-05-14 13:44:23,May,Tuesday,1924.28,3388,25-34,Female
731,carousel,TikTok,Education,3457,290,356,8572,0.48,0.03,South Africa,Urban,Zulu,Yes,Heritage Day,2024-08-31 05:37:37,August,Saturday,742.79,7655,45-54,Other
732,video,Facebook,Fashion,2428,912,212,4231,0.84,0.22,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-07-11 11:50:54,July,Thursday,4756.38,3314,45-54,Male
733,video,Instagram,Technology,4253,183,369,4275,1.12,0.04,Egypt,Urban,Arabic,No,"Ramadan, Eid al-Fitr",2024-11-03 13:59:33,November,Sunday,2878.42,3841,45-54,Male
734,reel,YouTube,Technology,3247,475,400,9819,0.42,0.05,Germany,Urban,German,Yes,Oktoberfest,2024-04-28 17:01:01,April,Sunday,2773.48,8554,18-24,Female
